rodada;posicao_ebt;nota;dt_inicio_avaliacao;dt_fim_avaliacao;uf;nome_uf;municipio;cod_ibge;populacao
1;1;10;29/01/2015;12/03/2015;SC;Santa Catarina;Apiúna;4201257;10211
1;1;10;01/04/2015;24/04/2015;SP;São Paulo;São Paulo;3550308;11895893
1;3;9.58;19/01/2015;17/03/2015;PB;Paraíba;Nazarezinho;2510006;7330
1;4;9.44;05/02/2015;12/03/2015;SC;Santa Catarina;Correia Pinto;4204558;14063
1;4;9.44;05/02/2015;12/03/2015;SC;Santa Catarina;Frei Rogério;4205555;2301
1;6;9.31;01/04/2015;24/04/2015;PR;Paraná;Curitiba;4106902;1864416
1;7;9.17;06/02/2015;16/03/2015;SC;Santa Catarina;Imbuia;4207403;5993
1;8;8.89;31/03/2015;23/04/2015;DF;Distrito Federal;Brasília;5300108;2852372
1;9;8.75;01/04/2015;27/04/2015;PE;Pernambuco;Recife;2611606;1608488
1;10;8.61;31/03/2015;23/04/2015;CE;Ceará;Fortaleza;2304400;2571896
1;11;8.47;22/01/2015;17/03/2015;PB;Paraíba;São José do Sabugi;2514701;4114
1;11;8.47;01/04/2015;24/04/2015;PB;Paraíba;João Pessoa;2507507;780738
1;11;8.47;01/04/2015;24/04/2015;SC;Santa Catarina;Florianópolis;4205407;461524
1;14;8.33;22/01/2015;17/03/2015;PB;Paraíba;Taperoá;2516508;15284
1;15;8.19;02/02/2015;16/03/2015;SC;Santa Catarina;Monte Carlo;4211058;9650
1;15;8.19;29/01/2015;12/03/2015;SC;Santa Catarina;Bombinhas;4202453;16897
1;15;8.19;13/01/2015;17/03/2015;RS;Rio Grande do Sul;São Paulo das Missões;4319307;6385
1;18;7.92;31/03/2015;23/04/2015;RS;Rio Grande do Sul;Porto Alegre;4314902;1472482
1;18;7.92;31/03/2015;23/04/2015;MG;Minas Gerais;Belo Horizonte;3106200;2491109
1;20;7.78;01/04/2015;24/04/2015;GO;Goiás;Goiânia;5208707;1412364
1;20;7.78;31/03/2015;24/04/2015;AC;Acre;Rio Branco;1200401;363928
1;22;7.64;21/01/2015;17/03/2015;PE;Pernambuco;Sairé;2612000;10633
1;22;7.64;01/04/2015;24/04/2015;RN;Rio Grande do Norte;Natal;2408102;862044
1;22;7.64;05/02/2015;17/03/2015;RS;Rio Grande do Sul;Camargo;4303558;2710
1;25;7.36;21/01/2015;17/03/2015;RS;Rio Grande do Sul;Imigrante;4310363;3141
1;25;7.36;28/01/2015;17/03/2015;RS;Rio Grande do Sul;Muitos Capões;4312617;3127
1;25;7.36;13/01/2015;18/03/2015;RS;Rio Grande do Sul;Tio Hugo;4321469;2893
1;28;6.94;06/02/2015;16/03/2015;SC;Santa Catarina;Vargeão;4219101;3590
1;29;6.81;01/04/2015;24/04/2015;MS;Mato Grosso do Sul;Campo Grande;5002704;843120
1;30;6.67;01/04/2015;24/04/2015;BA;Bahia;Salvador;2927408;2902927
1;31;6.25;13/01/2015;17/03/2015;RS;Rio Grande do Sul;São Sepé;4319604;24448
1;32;6.11;12/01/2015;17/03/2015;RS;Rio Grande do Sul;Pejuçara;4314308;4062
1;32;6.11;20/01/2015;17/03/2015;RS;Rio Grande do Sul;Forquetinha;4308433;2532
1;32;6.11;12/01/2015;10/03/2015;SP;São Paulo;Alto Alegre;3501103;4183
1;32;6.11;20/01/2015;05/03/2015;MS;Mato Grosso do Sul;Terenos;5008008;19434
1;36;5.56;24/02/2015;19/03/2015;SP;São Paulo;Ribeirão Bonito;3542909;12831
1;36;5.56;12/01/2015;17/03/2015;RS;Rio Grande do Sul;Picada Café;4314423;5498
1;38;5.42;12/01/2015;17/03/2015;RS;Rio Grande do Sul;Nova Petrópolis;4313201;20275
1;39;5.28;04/02/2015;12/03/2015;SC;Santa Catarina;Campo Erê;4203501;9098
1;39;5.28;06/02/2015;16/03/2015;SC;Santa Catarina;Presidente Getúlio;4214003;16210
1;39;5.28;05/02/2015;25/03/2015;SC;Santa Catarina;Lauro Muller;4209607;14919
1;39;5.28;02/02/2015;16/03/2015;SC;Santa Catarina;Luzerna;4210035;5700
1;39;5.28;01/04/2015;24/04/2015;MT;Mato Grosso;Cuiabá;5103403;575480
1;39;5.28;20/01/2015;16/03/2015;PB;Paraíba;Assunção;2501351;3782
1;39;5.28;26/01/2015;16/03/2015;MG;Minas Gerais;Gonçalves;3127404;4381
1;46;5;01/04/2015;24/04/2015;ES;Espírito Santo;Vitória;3205309;352104
1;46;5;31/03/2015;27/04/2015;AM;Amazonas;Manaus;1302603;2020301
1;46;5;31/03/2015;23/04/2015;TO;Tocantins;Palmas;1721000;265409
1;49;4.86;27/01/2015;16/03/2015;SC;Santa Catarina;Ibicaré;4206801;3336
1;50;4.72;28/01/2015;17/03/2015;RS;Rio Grande do Sul;Não-Me-Toque;4312658;16894
1;50;4.72;31/03/2015;24/04/2015;RJ;Rio de Janeiro;Rio de Janeiro;3304557;6453682
1;52;4.44;26/01/2015;17/03/2015;MG;Minas Gerais;Morada Nova de Minas;3143500;8712
1;52;4.44;01/04/2015;24/04/2015;SE;Sergipe;Aracaju;2800308;623766
1;54;4.31;24/02/2015;20/03/2015;SP;São Paulo;Sabino;3544608;5477
1;55;4.03;23/02/2015;18/03/2015;SP;São Paulo;Pontal;3540200;45119
1;55;4.03;28/01/2015;17/03/2015;RS;Rio Grande do Sul;Nonoai;4312708;12321
1;55;4.03;28/01/2015;17/03/2015;RS;Rio Grande do Sul;Muçum;4312609;4980
1;55;4.03;19/01/2015;06/03/2015;MS;Mato Grosso do Sul;Pedro Gomes;5006408;7850
1;55;4.03;16/01/2015;17/03/2015;MT;Mato Grosso;Tapurah;5108006;11950
1;55;4.03;20/01/2015;04/03/2015;MT;Mato Grosso;Nova Canaã do Norte;5106216;12330
1;61;3.89;21/01/2015;16/03/2015;PB;Paraíba;Monte Horebe;2509602;4724
1;61;3.89;16/01/2015;17/03/2015;RS;Rio Grande do Sul;Cândido Godói;4304309;6631
1;61;3.89;25/02/2015;20/03/2015;SP;São Paulo;Santa Gertrudes;3546702;24272
1;61;3.89;04/02/2015;16/03/2015;SC;Santa Catarina;Orleans;4211702;22311
1;65;3.61;01/04/2015;24/04/2015;PI;Piauí;Teresina;2211001;840600
1;66;3.47;20/01/2015;05/03/2015;MT;Mato Grosso;Campinápolis;5102603;14971
1;67;3.33;12/02/2015;16/03/2015;PE;Pernambuco;Santa Filomena;2612554;14076
1;67;3.33;11/02/2015;17/03/2015;CE;Ceará;Carnaubal;2303402;17374
1;67;3.33;14/01/2015;10/03/2015;SP;São Paulo;Casa Branca;3510807;29739
1;70;3.06;13/01/2015;17/03/2015;RS;Rio Grande do Sul;Santo Expedito do Sul;4317954;2494
1;70;3.06;26/01/2015;17/03/2015;MG;Minas Gerais;Monte Santo de Minas;3143203;21897
1;72;2.78;24/02/2015;19/03/2015;MG;Minas Gerais;Alvarenga;3102209;4343
1;72;2.78;20/01/2015;05/03/2015;MT;Mato Grosso;Cotriguaçu;5103379;17209
1;72;2.78;21/01/2015;16/03/2015;PB;Paraíba;Manaíra;2509008;11037
1;72;2.78;20/01/2015;16/03/2015;PB;Paraíba;Desterro;2505402;8225
1;72;2.78;20/01/2015;16/03/2015;PB;Paraíba;Dona Inês;2505709;10495
1;72;2.78;29/01/2015;12/03/2015;SC;Santa Catarina;Bocaina do Sul;4202438;3408
1;72;2.78;29/01/2015;12/03/2015;SC;Santa Catarina;Bom Retiro;4202602;9498
1;72;2.78;20/01/2015;17/03/2015;RS;Rio Grande do Sul;Gentil;4308854;1714
1;72;2.78;14/01/2015;11/03/2015;SP;São Paulo;Cerqueira César;3511409;18909
1;72;2.78;03/02/2015;16/03/2015;SC;Santa Catarina;Paial;4211876;1668
1;72;2.78;06/02/2015;16/03/2015;SC;Santa Catarina;Tunápolis;4218756;4644
1;72;2.78;04/02/2015;12/03/2015;SC;Santa Catarina;Campo Belo do Sul;4203402;7358
1;72;2.78;05/02/2015;16/03/2015;SC;Santa Catarina;Lindóia do Sul;4209854;4659
1;72;2.78;19/02/2015;18/03/2015;SP;São Paulo;Nipoã;3532702;4753
1;72;2.78;19/02/2015;18/03/2015;SP;São Paulo;Paranapanema;3535804;19164
1;72;2.78;14/01/2015;11/03/2015;SP;São Paulo;Floreal;3515905;3027
1;88;2.5;11/02/2015;26/03/2015;SP;São Paulo;Ipiguá;3521150;4941
1;88;2.5;31/03/2015;23/04/2015;RR;Roraima;Boa Vista;1400100;314900
1;88;2.5;14/01/2015;16/03/2015;RN;Rio Grande do Norte;Passagem;2409209;3057
1;88;2.5;12/01/2015;18/03/2015;RS;Rio Grande do Sul;Taquari;4321303;27084
1;88;2.5;20/02/2015;18/03/2015;SP;São Paulo;Piquete;3538501;14199
1;88;2.5;19/01/2015;06/03/2015;MS;Mato Grosso do Sul;Inocência;5004403;7687
1;88;2.5;21/01/2015;17/03/2015;PE;Pernambuco;Passira;2610509;29031
1;88;2.5;29/01/2015;16/03/2015;ES;Espírito Santo;Boa Esperança;3201001;15244
1;96;2.22;26/01/2015;18/03/2015;BA;Bahia;Buritirama;2904753;21418
1;96;2.22;01/04/2015;24/04/2015;PR;Paraná;Morretes;4116208;16381
1;96;2.22;13/01/2015;16/03/2015;MG;Minas Gerais;Pedralva;3149101;11652
1;96;2.22;03/02/2015;12/03/2015;SC;Santa Catarina;Botuverá;4202701;4864
1;96;2.22;28/01/2015;17/03/2015;RS;Rio Grande do Sul;Montauri;4312351;1562
1;101;2.08;14/01/2015;18/03/2015;RS;Rio Grande do Sul;União da Serra;4322350;1434
1;101;2.08;20/01/2015;16/03/2015;PB;Paraíba;Barra de Santana;2501575;8300
1;101;2.08;15/01/2015;17/03/2015;MT;Mato Grosso;São José do Povo;5107297;3782
1;101;2.08;31/03/2015;23/04/2015;PA;Pará;Belém;1501402;1432844
1;105;1.94;15/01/2015;17/03/2015;MT;Mato Grosso;São José do Rio Claro;5107305;18701
1;105;1.94;20/01/2015;05/03/2015;MT;Mato Grosso;Nova Olímpia;5106232;18704
1;105;1.94;20/01/2015;16/03/2015;PB;Paraíba;Camalaú;2503902;5945
1;105;1.94;22/01/2015;17/03/2015;PB;Paraíba;Soledade;2516102;14569
1;105;1.94;26/01/2015;17/03/2015;MG;Minas Gerais;Novo Oriente de Minas;3145356;10773
1;105;1.94;15/01/2015;17/03/2015;MG;Minas Gerais;São Gonçalo do Rio Abaixo;3161908;10488
1;105;1.94;16/01/2015;10/03/2015;MG;Minas Gerais;São Tomás de Aquino;3165107;7248
1;105;1.94;19/01/2015;10/03/2015;MG;Minas Gerais;Serranos;3167004;2033
1;105;1.94;19/01/2015;10/03/2015;MG;Minas Gerais;Tapira;3168101;4484
1;105;1.94;31/03/2015;24/04/2015;PR;Paraná;Jardim Alegre;4112504;12280
1;105;1.94;21/01/2015;17/03/2015;PE;Pernambuco;Paranatama;2610301;11449
1;105;1.94;05/02/2015;17/03/2015;PR;Paraná;Guapirama;4109005;3959
1;105;1.94;16/01/2015;17/03/2015;AM;Amazonas;Canutama;1300904;14944
1;105;1.94;13/01/2015;17/03/2015;BA;Bahia;Anguera;2901502;11209
1;105;1.94;26/01/2015;18/03/2015;BA;Bahia;Coribe;2909109;15000
1;105;1.94;16/01/2015;17/03/2015;AM;Amazonas;Fonte Boa;1301605;21295
1;105;1.94;28/01/2015;18/03/2015;BA;Bahia;Elísio Medrado;2910305;8420
1;105;1.94;28/01/2015;18/03/2015;BA;Bahia;Ibicaraí;2912103;24303
1;105;1.94;28/01/2015;18/03/2015;BA;Bahia;Ibirapuã;2912806;8671
1;105;1.94;03/02/2015;18/03/2015;BA;Bahia;Ibotirama;2913200;27405
1;105;1.94;15/01/2015;17/03/2015;AM;Amazonas;Rio Preto da Eva;1303569;29771
1;105;1.94;22/01/2015;13/03/2015;BA;Bahia;Serrolândia;2930600;13308
1;105;1.94;22/01/2015;13/03/2015;BA;Bahia;Santa Inês;2927903;11186
1;105;1.94;06/02/2015;16/03/2015;BA;Bahia;Tanque Novo;2931053;17601
1;105;1.94;03/02/2015;18/03/2015;BA;Bahia;Itagimirim;2915304;7384
1;105;1.94;03/02/2015;18/03/2015;BA;Bahia;Itarantim;2916807;19968
1;105;1.94;28/01/2015;18/03/2015;BA;Bahia;Jacaraci;2917409;15380
1;105;1.94;21/01/2015;13/03/2015;BA;Bahia;Nova Canaã;2922706;17048
1;105;1.94;21/01/2015;13/03/2015;BA;Bahia;Paripiranga;2923803;29769
1;105;1.94;21/01/2015;13/03/2015;BA;Bahia;Presidente Dutra;2925600;14672
1;105;1.94;27/01/2015;05/03/2015;MG;Minas Gerais;Chapada do Norte;3116100;15648
1;105;1.94;29/01/2015;17/03/2015;GO;Goiás;Aurilândia;5202601;3553
1;105;1.94;24/02/2015;19/03/2015;MG;Minas Gerais;Arceburgo;3104106;10262
1;105;1.94;13/01/2015;18/03/2015;RS;Rio Grande do Sul;Travesseiro;4321626;2388
1;105;1.94;29/01/2015;12/03/2015;SC;Santa Catarina;Armazém;4201505;8251
1;105;1.94;03/02/2015;17/03/2015;RS;Rio Grande do Sul;Nova Bassano;4312906;9412
1;105;1.94;12/01/2015;17/03/2015;RS;Rio Grande do Sul;Novo Machado;4313425;3866
1;105;1.94;13/01/2015;17/03/2015;RS;Rio Grande do Sul;Santa Clara do Sul;4316758;6127
1;105;1.94;26/01/2015;17/03/2015;RS;Rio Grande do Sul;Liberato Salzano;4311601;5789
1;105;1.94;21/01/2015;17/03/2015;RS;Rio Grande do Sul;Independência;4310405;6682
1;105;1.94;16/01/2015;17/03/2015;RS;Rio Grande do Sul;Capão do Cipó;4304655;3354
1;105;1.94;01/04/2015;24/04/2015;RS;Rio Grande do Sul;Campina das Missões;4303707;6112
1;105;1.94;15/01/2015;17/03/2015;RS;Rio Grande do Sul;Candelária;4304200;31407
1;105;1.94;01/04/2015;24/04/2015;PR;Paraná;Pinhalão;4119202;6417
1;105;1.94;28/01/2015;17/03/2015;RO;Rondônia;Alvorada D'Oeste;1100346;17228
1;105;1.94;28/01/2015;17/03/2015;RO;Rondônia;Monte Negro;1101401;15710
1;105;1.94;30/01/2015;17/03/2015;RO;Rondônia;Parecis;1101450;5589
1;105;1.94;16/01/2015;11/03/2015;SP;São Paulo;Guareí;3518503;16513
1;105;1.94;25/02/2015;23/03/2015;SP;São Paulo;Santa Salete;3547650;1517
1;105;1.94;24/02/2015;19/03/2015;SP;São Paulo;Riolândia;3544202;11600
1;105;1.94;13/02/2015;16/03/2015;SP;São Paulo;Ubarana;3555356;5822
1;105;1.94;14/01/2015;10/03/2015;SP;São Paulo;Barra do Chapéu;3505351;5550
1;105;1.94;14/01/2015;10/03/2015;SP;São Paulo;Brotas;3507902;23192
1;105;1.94;13/01/2015;09/03/2015;SE;Sergipe;São Francisco;2806909;3777
1;105;1.94;14/01/2015;09/03/2015;SE;Sergipe;Gracho Cardoso;2802601;5836
1;160;1.67;15/01/2015;17/03/2015;PA;Pará;Rio Maria;1506161;17755
1;161;1.53;13/01/2015;10/03/2015;SP;São Paulo;Angatuba;3502200;23917
1;162;1.39;13/01/2015;10/03/2015;SP;São Paulo;Aspásia;3503950;1851
1;162;1.39;12/01/2015;10/03/2015;SP;São Paulo;Alfredo Marcondes;3500808;4083
1;162;1.39;14/01/2015;10/03/2015;SP;São Paulo;Bariri;3505203;33761
1;162;1.39;14/01/2015;11/03/2015;SP;São Paulo;Estrela do Norte;3515301;2756
1;162;1.39;13/01/2015;17/03/2015;RS;Rio Grande do Sul;Relvado;4315453;2200
1;162;1.39;14/01/2015;18/03/2015;RS;Rio Grande do Sul;Três Arroios;4321634;2885
1;162;1.39;29/01/2015;17/03/2015;PB;Paraíba;Riacho de Santo Antônio;2512788;1890
1;162;1.39;20/01/2015;05/03/2015;MT;Mato Grosso;Santo Antônio do Leste;5107792;4435
1;162;1.39;21/01/2015;17/03/2015;PB;Paraíba;Nova Palmeira;2510303;4717
1;162;1.39;19/01/2015;10/03/2015;MG;Minas Gerais;Varjão de Minas;3170750;6662
1;162;1.39;01/04/2015;24/04/2015;PR;Paraná;Reserva do Iguaçu;4121752;7757
1;162;1.39;20/01/2015;17/03/2015;PE;Pernambuco;Caetés;2603207;27959
1;162;1.39;29/01/2015;17/03/2015;GO;Goiás;Anicuns;5201306;21338
1;162;1.39;29/01/2015;17/03/2015;GO;Goiás;Cezarina;5205455;8119
1;162;1.39;02/02/2015;18/03/2015;GO;Goiás;Matrinchã;5212956;4505
1;162;1.39;27/01/2015;05/03/2015;MG;Minas Gerais;Cedro do Abaeté;3115607;1222
1;162;1.39;15/01/2015;17/03/2015;AM;Amazonas;Tonantins;1304237;18322
1;162;1.39;19/01/2015;17/03/2015;AL;Alagoas;São Miguel dos Milagres;2708709;7795
1;162;1.39;19/01/2015;17/03/2015;AL;Alagoas;São Sebastião;2708808;34024
1;162;1.39;27/01/2015;18/03/2015;BA;Bahia;Dom Macedo Costa;2910206;4140
1;182;1.11;01/04/2015;24/04/2015;AL;Alagoas;Maceió;2704302;1005319
1;183;0.83;12/02/2015;16/03/2015;PE;Pernambuco;Tacaimbó;2614709;12912
1;183;0.83;14/01/2015;18/03/2015;RJ;Rio de Janeiro;São José de Ubá;3305133;7175
1;183;0.83;19/01/2015;10/03/2015;MG;Minas Gerais;Ubaporanga;3170057;12523
1;183;0.83;12/02/2015;07/03/2015;SP;São Paulo;Silveiras;3552007;6121
1;187;0.56;19/01/2015;17/03/2015;RS;Rio Grande do Sul;Dona Francisca;4306700;3397
1;188;0;20/01/2015;17/03/2015;RS;Rio Grande do Sul;Engenho Velho;4306924;1428
1;188;0;20/01/2015;17/03/2015;RS;Rio Grande do Sul;Erval Seco;4307302;7834
1;188;0;21/01/2015;17/03/2015;RS;Rio Grande do Sul;Harmonia;4309555;4557
1;188;0;26/01/2015;17/03/2015;RS;Rio Grande do Sul;Jaquirana;4311122;4167
1;188;0;19/01/2015;17/03/2015;RS;Rio Grande do Sul;Capão do Leão;4304663;25321
1;188;0;03/02/2015;17/03/2015;RR;Roraima;Caroebe;1400233;8997
1;188;0;04/02/2015;17/03/2015;RS;Rio Grande do Sul;Augusto Pestana;4301503;7175
1;188;0;04/02/2015;17/03/2015;RS;Rio Grande do Sul;Bom Progresso;4302378;2285
1;188;0;31/03/2015;23/04/2015;RO;Rondônia;Porto Velho;1100205;494013
1;188;0;03/02/2015;17/03/2015;RO;Rondônia;São Felipe D'Oeste;1101484;6160
1;188;0;03/02/2015;17/03/2015;RR;Roraima;Alto Alegre;1400050;16301
1;188;0;28/01/2015;17/03/2015;RO;Rondônia;Corumbiara;1100072;8938
1;188;0;01/04/2015;24/04/2015;PR;Paraná;Quarto Centenário;4120655;4855
1;188;0;01/04/2015;24/04/2015;PR;Paraná;Rancho Alegre D'Oeste;4121356;2850
1;188;0;16/01/2015;16/03/2015;RN;Rio Grande do Norte;Serra Caiada;2410306;9666
1;188;0;16/01/2015;16/03/2015;RN;Rio Grande do Norte;Pureza;2410405;9208
1;188;0;19/01/2015;16/03/2015;RN;Rio Grande do Norte;Rafael Godeiro;2410603;3202
1;188;0;19/01/2015;16/03/2015;RN;Rio Grande do Norte;Riacho de Santana;2410801;4279
1;188;0;19/01/2015;16/03/2015;RN;Rio Grande do Norte;São Fernando;2411809;3572
1;188;0;19/01/2015;16/03/2015;RN;Rio Grande do Norte;São Miguel;2412500;23100
1;188;0;19/01/2015;16/03/2015;RN;Rio Grande do Norte;Senador Elói de Souza;2413102;6034
1;188;0;29/01/2015;16/03/2015;SC;Santa Catarina;Alfredo Wagner;4200705;9794
1;188;0;13/01/2015;18/03/2015;RS;Rio Grande do Sul;Tavares;4321352;5547
1;188;0;29/01/2015;12/03/2015;SC;Santa Catarina;Balneário Barra do Sul;4202057;9580
1;188;0;04/02/2015;12/03/2015;SC;Santa Catarina;Celso Ramos;4204152;2784
1;188;0;13/01/2015;17/03/2015;RS;Rio Grande do Sul;Rolante;4316006;20599
1;188;0;13/01/2015;17/03/2015;RS;Rio Grande do Sul;Santana da Boa Vista;4317004;8444
1;188;0;13/01/2015;17/03/2015;RS;Rio Grande do Sul;São Vicente do Sul;4319802;8771
1;188;0;13/01/2015;18/03/2015;RS;Rio Grande do Sul;Senador Salgado Filho;4320321;2887
1;188;0;12/02/2015;07/03/2015;SP;São Paulo;Tanabi;3553401;25335
1;188;0;12/02/2015;07/03/2015;SP;São Paulo;Tarumã;3553955;14027
1;188;0;12/02/2015;07/03/2015;SP;São Paulo;Tejupá;3554201;4788
1;188;0;12/02/2015;07/03/2015;SP;São Paulo;São Pedro;3550407;33966
1;188;0;12/02/2015;07/03/2015;SP;São Paulo;Serrana;3551504;42264
1;188;0;13/02/2015;09/03/2015;TO;Tocantins;Axixá do Tocantins;1702901;9669
1;188;0;13/02/2015;09/03/2015;TO;Tocantins;Barrolândia;1703107;5579
1;188;0;18/02/2015;13/03/2015;TO;Tocantins;Brejinho de Nazaré;1703701;5426
1;188;0;18/02/2015;13/03/2015;TO;Tocantins;Buriti do Tocantins;1703800;10681
1;188;0;18/02/2015;13/03/2015;TO;Tocantins;Carrasco Bonito;1703891;3945
1;188;0;18/02/2015;13/03/2015;TO;Tocantins;Chapada de Areia;1704600;1391
1;188;0;18/02/2015;13/03/2015;TO;Tocantins;Divinópolis do Tocantins;1707108;6729
1;188;0;18/02/2015;13/03/2015;TO;Tocantins;Lajeado;1712009;2991
1;188;0;18/02/2015;13/03/2015;TO;Tocantins;Marianópolis do Tocantins;1712504;4814
1;188;0;18/02/2015;13/03/2015;TO;Tocantins;Nazaré;1714302;4239
1;188;0;25/02/2015;20/03/2015;SP;São Paulo;São Joaquim da Barra;3549409;49690
1;188;0;26/02/2015;21/03/2015;SP;São Paulo;São Manuel;3550100;40200
1;188;0;26/02/2015;21/03/2015;SP;São Paulo;São Miguel Arcanjo;3550209;32696
1;188;0;20/02/2015;18/03/2015;SP;São Paulo;Pedreira;3537107;45052
1;188;0;23/02/2015;18/03/2015;SP;São Paulo;Redenção da Serra;3542305;3941
1;188;0;23/02/2015;18/03/2015;SP;São Paulo;Ribeira;3542800;3418
1;188;0;14/01/2015;11/03/2015;SP;São Paulo;Indiana;3520608;4946
1;188;0;16/01/2015;11/03/2015;SP;São Paulo;Gália;3516606;6956
1;188;0;03/03/2015;26/03/2015;SP;São Paulo;Itatinga;3523503;19520
1;188;0;03/03/2015;26/03/2015;SP;São Paulo;José Bonifácio;3525706;35197
1;188;0;18/03/2015;27/04/2015;SP;São Paulo;Lucélia;3527405;21059
1;188;0;12/02/2015;18/03/2015;SP;São Paulo;Macatuba;3528007;16961
1;188;0;13/02/2015;18/03/2015;SP;São Paulo;Miguelópolis;3529708;21602
1;188;0;13/02/2015;18/03/2015;SP;São Paulo;Mirandópolis;3530102;28902
1;188;0;13/01/2015;09/03/2015;SE;Sergipe;Telha;2807303;3144
1;188;0;13/01/2015;09/03/2015;SP;São Paulo;Adolfo;3500204;3631
1;188;0;14/01/2015;10/03/2015;SP;São Paulo;Avaí;3504305;5243
1;188;0;14/01/2015;09/03/2015;SE;Sergipe;Malhador;2803906;12550
1;188;0;14/01/2015;09/03/2015;SE;Sergipe;Pinhão;2805208;6380
1;188;0;13/01/2015;05/03/2015;SE;Sergipe;Porto da Folha;2805604;28366
1;188;0;14/01/2015;05/03/2015;SE;Sergipe;Frei Paulo;2802304;14890
1;188;0;06/02/2015;16/03/2015;SC;Santa Catarina;Passo de Torres;4212254;7681
1;188;0;18/02/2015;13/03/2015;TO;Tocantins;Palmeirante;1715705;5543
1;188;0;18/02/2015;13/03/2015;TO;Tocantins;Presidente Kennedy;1718402;3750
1;188;0;18/02/2015;13/03/2015;TO;Tocantins;Sucupira;1720853;1878
1;188;0;19/01/2015;10/03/2015;MG;Minas Gerais;Silvianópolis;3167400;6266
1;188;0;16/01/2015;10/03/2015;MG;Minas Gerais;São Vicente de Minas;3165305;7487
1;188;0;16/01/2015;10/03/2015;MG;Minas Gerais;Senhora dos Remédios;3166204;10565
1;188;0;16/01/2015;10/03/2015;MG;Minas Gerais;Serra Azul de Minas;3166501;4358
1;188;0;16/01/2015;10/03/2015;MG;Minas Gerais;Serrania;3166907;7787
1;188;0;19/01/2015;10/03/2015;MG;Minas Gerais;Virgínia;3171709;8865
1;188;0;19/01/2015;05/03/2015;MS;Mato Grosso do Sul;Camapuã;5002605;13751
1;188;0;19/01/2015;05/03/2015;MS;Mato Grosso do Sul;Costa Rica;5003256;19175
1;188;0;19/01/2015;05/03/2015;MS;Mato Grosso do Sul;Fátima do Sul;5003801;19240
1;188;0;19/01/2015;06/03/2015;MS;Mato Grosso do Sul;Miranda;5005608;26890
1;188;0;20/01/2015;06/03/2015;MS;Mato Grosso do Sul;Sonora;5007935;17019
1;188;0;15/01/2015;17/03/2015;MG;Minas Gerais;São João Batista do Glória;3162203;7292
1;188;0;16/01/2015;17/03/2015;MG;Minas Gerais;São João do Oriente;3162609;7925
1;188;0;16/01/2015;17/03/2015;MG;Minas Gerais;São José da Lapa;3162955;21905
1;188;0;16/01/2015;17/03/2015;MG;Minas Gerais;São Pedro da União;3163904;5016
1;188;0;16/01/2015;17/03/2015;MG;Minas Gerais;São Roque de Minas;3164308;7005
1;188;0;16/01/2015;17/03/2015;MG;Minas Gerais;São Tiago;3165008;10986
1;188;0;26/01/2015;17/03/2015;MG;Minas Gerais;Olaria;3145406;1935
1;188;0;13/01/2015;16/03/2015;MG;Minas Gerais;Paiva;3146602;1587
1;188;0;26/01/2015;17/03/2015;MG;Minas Gerais;Munhoz;3143807;6327
1;188;0;13/01/2015;16/03/2015;MG;Minas Gerais;Pedrinópolis;3149200;3638
1;188;0;13/01/2015;16/03/2015;MG;Minas Gerais;Periquito;3149952;7126
1;188;0;14/01/2015;16/03/2015;MG;Minas Gerais;Pimenta;3150505;8619
1;188;0;14/01/2015;16/03/2015;MG;Minas Gerais;Pratápolis;3152907;8952
1;188;0;14/01/2015;16/03/2015;MG;Minas Gerais;Queluzito;3153806;1940
1;188;0;14/01/2015;16/03/2015;MG;Minas Gerais;Rio do Prado;3155108;5324
1;188;0;14/01/2015;16/03/2015;MG;Minas Gerais;Rio Novo;3155405;9032
1;188;0;14/01/2015;16/03/2015;MG;Minas Gerais;Romaria;3156403;3664
1;188;0;14/01/2015;17/03/2015;MG;Minas Gerais;Santa Cruz de Minas;3157336;8365
1;188;0;15/01/2015;17/03/2015;MG;Minas Gerais;Santa Rita de Jacutinga;3159308;5077
1;188;0;15/01/2015;17/03/2015;MG;Minas Gerais;Santo Antônio do Grama;3160108;4120
1;188;0;21/01/2015;17/03/2015;PB;Paraíba;Pedra Branca;2511004;3791
1;188;0;27/01/2015;17/03/2015;PB;Paraíba;São José do Brejo do Cruz;2514651;1767
1;188;0;16/01/2015;17/03/2015;MT;Mato Grosso;Torixoréu;5108204;3785
1;188;0;21/01/2015;16/03/2015;PB;Paraíba;Mari;2509107;21703
1;188;0;15/01/2015;17/03/2015;PA;Pará;Sapucaia;1507755;5492
1;188;0;15/01/2015;17/03/2015;PA;Pará;Terra Alta;1507961;10973
1;188;0;15/01/2015;17/03/2015;PA;Pará;Vitória do Xingu;1508357;14242
1;188;0;20/01/2015;16/03/2015;PB;Paraíba;Algodão de Jandaíra;2500577;2461
1;188;0;15/01/2015;17/03/2015;PA;Pará;Brejo Grande do Araguaia;1501758;7258
1;188;0;15/01/2015;17/03/2015;PA;Pará;Cachoeira do Piriá;1501956;30430
1;188;0;15/01/2015;17/03/2015;PA;Pará;Concórdia do Pará;1502756;30801
1;188;0;15/01/2015;17/03/2015;PA;Pará;Nova Timboteua;1505007;14472
1;188;0;15/01/2015;17/03/2015;PA;Pará;Pacajá;1505486;43930
1;188;0;15/01/2015;17/03/2015;PA;Pará;Pau D'Arco;1505551;5637
