rodada;posicao_ebt;nota;dt_inicio_avaliacao;dt_fim_avaliacao;uf;nome_uf;municipio;cod_ibge;populacao
3;1237;2.5;02/08/2016;09/12/2016;CE;Ceará;Catunda;2303659;10294
3;1237;2.5;08/07/2016;19/11/2016;CE;Ceará;Bela Cruz;2302305;32103
3;1237;2.5;25/07/2016;20/11/2016;GO;Goiás;Jaupaci;5212006;3024
3;1237;2.5;11/07/2016;26/09/2016;MG;Minas Gerais;Bambuí;3105103;23850
3;1237;2.5;11/07/2016;26/09/2016;MG;Minas Gerais;Amparo do Serra;3102506;4971
3;1237;2.5;10/08/2016;05/10/2016;SC;Santa Catarina;Passo de Torres;4212254;7912
3;1237;2.5;29/06/2016;20/09/2016;RS;Rio Grande do Sul;Turuçu;4322327;3596
3;1237;2.5;14/07/2016;24/11/2016;AP;Amapá;Itaubal;1600253;4949
3;1237;2.5;29/07/2016;26/09/2016;RS;Rio Grande do Sul;Jaquirana;4311122;4138
3;1237;2.5;20/07/2016;15/09/2016;RS;Rio Grande do Sul;Pirapó;4314555;2678
3;1237;2.5;19/07/2016;15/09/2016;RS;Rio Grande do Sul;Paraíso do Sul;4314027;7648
3;1237;2.5;27/07/2016;13/09/2016;RS;Rio Grande do Sul;São Jorge;4318440;2846
3;1237;2.5;18/08/2016;09/01/2017;RO;Rondônia;Nova Brasilândia D'Oeste;1100148;21592
3;1237;2.5;12/07/2016;07/12/2016;SE;Sergipe;São Miguel do Aleixo;2807006;3902
3;1237;2.5;13/07/2016;23/11/2016;SP;São Paulo;Arapeí;3503158;2524
3;1237;2.5;15/07/2016;10/01/2017;SP;São Paulo;Barra do Chapéu;3505351;5585
3;1237;2.5;25/08/2016;17/11/2016;RO;Rondônia;Corumbiara;1100072;8842
3;1237;2.5;19/08/2016;17/11/2016;RN;Rio Grande do Norte;Upanema;2414605;14282
3;1237;2.5;13/07/2016;07/10/2016;AL;Alagoas;Branquinha;2701100;10745
3;1237;2.5;14/07/2016;07/10/2016;AL;Alagoas;Campestre;2701357;6978
3;1237;2.5;16/08/2016;21/09/2016;BA;Bahia;Caturama;2907558;9762
3;1237;2.5;16/08/2016;29/09/2016;BA;Bahia;Itaju do Colônia;2915403;7353
3;1237;2.5;03/08/2016;26/09/2016;PE;Pernambuco;Terezinha;2615102;7057
3;1237;2.5;17/08/2016;28/09/2016;PE;Pernambuco;Santa Cruz;2612455;14857
3;1237;2.5;15/07/2016;16/09/2016;SP;São Paulo;Piquete;3538501;14123
3;1237;2.5;28/07/2016;10/10/2016;SP;São Paulo;São Joaquim da Barra;3549409;50110
3;1237;2.5;15/08/2016;17/09/2016;PI;Piauí;Piripiri;2208403;62650
3;1237;2.5;04/07/2016;29/09/2016;AL;Alagoas;Porto Real do Colégio;2707503;20205
3;1237;2.5;04/07/2016;30/09/2016;AL;Alagoas;Quebrangulo;2707602;11592
3;1237;2.5;17/08/2016;05/01/2017;PI;Piauí;Domingos Mourão;2203420;4290
3;1237;2.5;04/07/2016;03/10/2016;AM;Amazonas;Beruri;1300631;18171
3;1237;2.5;05/07/2016;25/11/2016;AM;Amazonas;Itapiranga;1302009;8953
3;1237;2.5;08/07/2016;19/09/2016;BA;Bahia;Presidente Dutra;2925600;14712
3;1237;2.5;06/07/2016;20/11/2016;BA;Bahia;Muniz Ferreira;2922201;7893
3;1301;2.22;12/07/2016;28/09/2016;AM;Amazonas;São Paulo de Olivença;1303908;36536
3;1301;2.22;07/07/2016;05/10/2016;AL;Alagoas;Taquarana;2709103;19980
3;1301;2.22;04/07/2016;24/11/2016;AL;Alagoas;Rio Largo;2707701;75645
3;1301;2.22;18/07/2016;24/11/2016;AL;Alagoas;Jacuípe;2703502;7162
3;1301;2.22;09/08/2016;11/10/2016;PI;Piauí;Monsenhor Gil;2206407;10410
3;1301;2.22;18/08/2016;06/01/2017;PE;Pernambuco;Santa Cruz do Capibaribe;2612505;101485
3;1301;2.22;02/08/2016;05/01/2017;PE;Pernambuco;Surubim;2614501;63166
3;1301;2.22;19/08/2016;29/09/2016;BA;Bahia;Ibicaraí;2912103;24029
3;1301;2.22;16/08/2016;29/09/2016;BA;Bahia;Ipecaetá;2913804;15521
3;1301;2.22;18/08/2016;02/01/2017;CE;Ceará;Nova Russas;2309300;31870
3;1301;2.22;04/08/2016;04/01/2017;ES;Espírito Santo;Ibiraçu;3202504;12358
3;1301;2.22;16/08/2016;19/09/2016;BA;Bahia;Buritirama;2904753;21549
3;1301;2.22;22/08/2016;02/01/2017;RN;Rio Grande do Norte;Tenente Ananias;2414100;10646
3;1301;2.22;08/07/2016;23/11/2016;SP;São Paulo;Angatuba;3502200;24161
3;1301;2.22;29/06/2016;08/09/2016;SP;São Paulo;Dobrada;3514007;8592
3;1301;2.22;28/06/2016;21/09/2016;RS;Rio Grande do Sul;Vista Alegre do Prata;4323606;1613
3;1301;2.22;28/07/2016;06/01/2017;MA;Maranhão;Trizidela do Vale;2112233;20891
3;1301;2.22;04/07/2016;04/01/2017;RJ;Rio de Janeiro;Itaboraí;3301900;229007
3;1301;2.22;11/07/2016;11/01/2017;RJ;Rio de Janeiro;Aperibé;3300159;11023
3;1301;2.22;12/07/2016;06/10/2016;PA;Pará;Novo Progresso;1505031;25135
3;1301;2.22;05/07/2016;08/09/2016;PA;Pará;Cachoeira do Piriá;1501956;31300
3;1301;2.22;13/07/2016;06/10/2016;MG;Minas Gerais;Munhoz;3143807;6304
3;1301;2.22;28/06/2016;21/09/2016;MG;Minas Gerais;Córrego do Bom Jesus;3119906;3811
3;1301;2.22;01/07/2016;27/09/2016;MG;Minas Gerais;Heliodora;3129202;6492
3;1301;2.22;28/07/2016;05/01/2017;GO;Goiás;Sanclerlândia;5219001;7783
3;1301;2.22;21/07/2016;13/12/2016;PR;Paraná;Campo Mourão;4104303;92930
3;1301;2.22;15/07/2016;04/01/2017;PR;Paraná;Anahy;4101051;2915
3;1301;2.22;21/07/2016;13/12/2016;PR;Paraná;Carambeí;4104659;21590
3;1301;2.22;12/07/2016;19/12/2016;TO;Tocantins;Bom Jesus do Tocantins;1703305;4477
3;1301;2.22;12/07/2016;20/09/2016;BA;Bahia;Queimadas;2925808;26083
3;1301;2.22;02/08/2016;04/01/2017;ES;Espírito Santo;Pinheiros;3204104;26589
3;1301;2.22;30/06/2016;15/09/2016;RS;Rio Grande do Sul;Bagé;4301602;121749
3;1301;2.22;29/06/2016;15/09/2016;RS;Rio Grande do Sul;Alto Alegre;4300554;1828
3;1301;2.22;25/07/2016;07/12/2016;PB;Paraíba;Caiçara;2503605;7293
3;1301;2.22;27/07/2016;14/12/2016;PR;Paraná;Jacarezinho;4111803;40243
3;1336;2.08;06/07/2016;20/09/2016;PR;Paraná;Rio Negro;4122305;33395
3;1336;2.08;13/07/2016;18/11/2016;SP;São Paulo;Mirandópolis;3530102;29043
3;1336;2.08;11/08/2016;16/09/2016;MT;Mato Grosso;São José do Povo;5107297;3823
3;1336;2.08;24/08/2016;22/09/2016;MT;Mato Grosso;Várzea Grande;5108402;268594
3;1336;2.08;10/08/2016;13/09/2016;MT;Mato Grosso;Ribeirão Cascalheira;5107180;9562
3;1336;2.08;05/08/2016;04/10/2016;MS;Mato Grosso do Sul;Camapuã;5002605;13731
3;1336;2.08;04/08/2016;07/10/2016;MT;Mato Grosso;Castanheira;5102850;8405
3;1336;2.08;27/07/2016;30/09/2016;MT;Mato Grosso;Nova Marilândia;5108857;3107
3;1336;2.08;12/07/2016;18/11/2016;MG;Minas Gerais;Paraisópolis;3147303;20710
3;1336;2.08;04/07/2016;29/09/2016;MA;Maranhão;Vitorino Freire;2113009;30917
3;1336;2.08;04/07/2016;07/11/2016;RS;Rio Grande do Sul;Selbach;4320305;5134
3;1336;2.08;23/08/2016;09/01/2017;SC;Santa Catarina;Florianópolis;4205407;469690
3;1336;2.08;06/07/2016;13/09/2016;PE;Pernambuco;Altinho;2600807;22876
3;1336;2.08;16/08/2016;30/09/2016;BA;Bahia;Jussari;2918555;6378
3;1336;2.08;07/07/2016;06/12/2016;BA;Bahia;Nova Ibiá;2922755;7036
3;1351;1.94;12/07/2016;24/11/2016;AM;Amazonas;São Sebastião do Uatumã;1303957;12781
3;1351;1.94;12/07/2016;29/09/2016;AM;Amazonas;Tapauá;1304104;18152
3;1351;1.94;12/07/2016;29/09/2016;AM;Amazonas;Tonantins;1304237;18478
3;1351;1.94;06/07/2016;24/11/2016;AM;Amazonas;Manicoré;1302702;53053
3;1351;1.94;15/07/2016;27/09/2016;AM;Amazonas;Maués;1302900;59983
3;1351;1.94;12/07/2016;12/12/2016;AM;Amazonas;Nova Olinda do Norte;1303106;35156
3;1351;1.94;12/07/2016;27/09/2016;AM;Amazonas;Novo Airão;1303205;17671
3;1351;1.94;12/07/2016;27/09/2016;AM;Amazonas;Novo Aripuanã;1303304;24315
3;1351;1.94;15/07/2016;28/09/2016;AM;Amazonas;Parintins;1303403;111575
3;1351;1.94;12/07/2016;12/12/2016;AM;Amazonas;Pauini;1303502;19378
3;1351;1.94;12/07/2016;28/09/2016;AM;Amazonas;Rio Preto da Eva;1303569;30530
3;1351;1.94;12/07/2016;28/09/2016;AM;Amazonas;São Gabriel da Cachoeira;1303809;43094
3;1351;1.94;04/07/2016;24/11/2016;AL;Alagoas;Senador Rui Palmeira;2708956;13909
3;1351;1.94;04/07/2016;03/10/2016;AM;Amazonas;Boa Vista do Ramos;1300680;17668
3;1351;1.94;04/07/2016;05/10/2016;AM;Amazonas;Alvarães;1300029;15545
3;1351;1.94;04/07/2016;05/10/2016;AM;Amazonas;Anamã;1300086;12320
3;1351;1.94;15/07/2016;07/10/2016;AM;Amazonas;Juruá;1302207;13198
3;1351;1.94;15/07/2016;07/10/2016;AM;Amazonas;Jutaí;1302306;16585
3;1351;1.94;15/07/2016;07/10/2016;AM;Amazonas;Lábrea;1302405;43263
3;1351;1.94;05/07/2016;07/10/2016;AM;Amazonas;Ipixuna;1301803;26860
3;1351;1.94;05/07/2016;06/10/2016;AM;Amazonas;Iranduba;1301852;45984
3;1351;1.94;04/07/2016;04/10/2016;AM;Amazonas;Careiro;1301100;36435
3;1351;1.94;04/07/2016;04/10/2016;AM;Amazonas;Codajás;1301308;26777
3;1351;1.94;04/07/2016;04/10/2016;AM;Amazonas;Eirunepé;1301407;34025
3;1351;1.94;05/07/2016;05/10/2016;AM;Amazonas;Fonte Boa;1301605;20742
3;1351;1.94;04/07/2016;04/10/2016;AM;Amazonas;Borba;1300805;39292
3;1351;1.94;15/07/2016;04/10/2016;AM;Amazonas;Canutama;1300904;15130
3;1351;1.94;20/07/2016;24/11/2016;AL;Alagoas;Lagoa da Canoa;2704104;18343
3;1351;1.94;20/07/2016;24/11/2016;AL;Alagoas;Limoeiro de Anadia;2704203;28621
3;1351;1.94;04/07/2016;04/10/2016;AL;Alagoas;Santana do Mundaú;2708105;11009
3;1351;1.94;03/07/2016;27/09/2016;AL;Alagoas;Olivença;2706000;11688
3;1351;1.94;17/08/2016;10/10/2016;PI;Piauí;Isaías Coelho;2204907;8408
3;1351;1.94;16/08/2016;05/01/2017;PI;Piauí;Cristalândia do Piauí;2203008;8102
3;1351;1.94;16/08/2016;07/10/2016;PI;Piauí;Curralinhos;2203255;4337
3;1351;1.94;18/08/2016;05/01/2017;PI;Piauí;João Costa;2205359;2965
3;1351;1.94;17/08/2016;05/01/2017;PI;Piauí;Ilha Grande;2204659;9211
3;1351;1.94;18/08/2016;11/10/2016;PI;Piauí;Luzilândia;2205805;25049
3;1351;1.94;08/08/2016;05/01/2017;PI;Piauí;Bertolínia;2201705;5402
3;1351;1.94;16/08/2016;05/01/2017;PI;Piauí;Caraúbas do Piauí;2202539;5728
3;1351;1.94;22/08/2016;05/01/2017;PE;Pernambuco;São Benedito do Sul;2612901;15305
3;1351;1.94;17/08/2016;28/09/2016;PE;Pernambuco;Saloá;2612307;15742
3;1351;1.94;11/08/2016;05/01/2017;PE;Pernambuco;Ribeirão;2611804;46659
3;1351;1.94;06/07/2016;07/10/2016;TO;Tocantins;Araguanã;1702158;5515
3;1351;1.94;07/07/2016;07/10/2016;TO;Tocantins;Arapoema;1702307;6799
3;1351;1.94;05/07/2016;06/10/2016;TO;Tocantins;Abreulândia;1700251;2539
3;1351;1.94;15/08/2016;05/01/2017;PI;Piauí;Picos;2208007;76544
3;1351;1.94;05/07/2016;18/11/2016;SP;São Paulo;Santa Rita d'Oeste;3547403;2564
3;1351;1.94;04/07/2016;12/12/2016;AL;Alagoas;Traipu;2709202;27798
3;1351;1.94;15/07/2016;16/09/2016;SP;São Paulo;Planalto;3539608;4941
3;1351;1.94;18/07/2016;23/11/2016;SP;São Paulo;Ribeirão Bonito;3542909;12909
3;1351;1.94;16/08/2016;24/11/2016;BA;Bahia;Iguaí;2913507;27787
3;1351;1.94;16/08/2016;19/09/2016;BA;Bahia;Brejolândia;2904407;10698
3;1351;1.94;16/08/2016;24/11/2016;BA;Bahia;Capela do Alto Alegre;2906857;12118
3;1351;1.94;16/08/2016;24/11/2016;BA;Bahia;Catu;2907509;55719
3;1351;1.94;16/08/2016;24/11/2016;BA;Bahia;Cruz das Almas;2909802;64197
3;1351;1.94;11/07/2016;19/11/2016;ES;Espírito Santo;Bom Jesus do Norte;3201100;10176
3;1351;1.94;08/07/2016;03/01/2017;CE;Ceará;Ubajara;2313609;33792
3;1351;1.94;07/07/2016;03/01/2017;CE;Ceará;Santana do Acaraú;2312007;31596
3;1351;1.94;18/08/2016;07/10/2016;CE;Ceará;Missão Velha;2308401;35240
3;1351;1.94;23/08/2016;04/10/2016;CE;Ceará;Guaraciaba do Norte;2305001;39151
3;1351;1.94;25/08/2016;13/09/2016;PE;Pernambuco;Belém de Maria;2601508;11888
3;1351;1.94;26/08/2016;04/01/2017;PE;Pernambuco;Belém de São Francisco;2601607;20675
3;1351;1.94;29/07/2016;21/09/2016;PE;Pernambuco;Lagoa do Itaenga;2608503;21276
3;1351;1.94;01/08/2016;22/09/2016;PE;Pernambuco;Limoeiro;2608909;56269
3;1351;1.94;03/08/2016;04/01/2017;PE;Pernambuco;Maraial;2609204;11711
3;1351;1.94;18/07/2016;20/09/2016;PE;Pernambuco;Glória do Goitá;2606101;30220
3;1351;1.94;06/07/2016;04/10/2016;AC;Acre;Assis Brasil;1200054;6738
3;1351;1.94;08/07/2016;24/11/2016;AC;Acre;Bujari;1200138;9339
3;1351;1.94;10/08/2016;10/01/2017;PE;Pernambuco;Parnamirim;2610400;21193
3;1351;1.94;08/08/2016;22/09/2016;PE;Pernambuco;Paudalho;2610608;55028
3;1351;1.94;16/08/2016;24/11/2016;BA;Bahia;Baixa Grande;2902609;21197
3;1351;1.94;13/07/2016;07/10/2016;AL;Alagoas;Belém;2700805;4585
3;1351;1.94;08/07/2016;07/10/2016;AL;Alagoas;Atalaia;2700409;47298
3;1351;1.94;12/07/2016;07/10/2016;AL;Alagoas;Barra de São Miguel;2700607;8266
3;1351;1.94;22/07/2016;07/10/2016;AC;Acre;Xapuri;1200708;17608
3;1351;1.94;08/07/2016;05/10/2016;AC;Acre;Cruzeiro do Sul;1200203;81519
3;1351;1.94;08/07/2016;05/10/2016;AC;Acre;Epitaciolândia;1200252;16731
3;1351;1.94;12/07/2016;16/11/2016;AC;Acre;Jordão;1200328;7509
3;1351;1.94;14/07/2016;06/10/2016;AC;Acre;Mâncio Lima;1200336;17173
3;1351;1.94;21/07/2016;06/10/2016;AC;Acre;Porto Walter;1200393;10759
3;1351;1.94;22/07/2016;07/10/2016;AC;Acre;Rodrigues Alves;1200427;16974
3;1351;1.94;22/07/2016;07/10/2016;AC;Acre;Santa Rosa do Purus;1200435;5809
3;1351;1.94;22/07/2016;07/10/2016;AC;Acre;Sena Madureira;1200500;41750
3;1351;1.94;22/07/2016;07/10/2016;AC;Acre;Senador Guiomard;1200450;21182
3;1351;1.94;22/07/2016;07/10/2016;AC;Acre;Tarauacá;1200609;38819
3;1351;1.94;04/07/2016;19/09/2016;RS;Rio Grande do Sul;Tavares;4321352;5554
3;1351;1.94;28/06/2016;20/09/2016;RS;Rio Grande do Sul;Vicente Dutra;4323101;5224
3;1351;1.94;28/06/2016;20/09/2016;RS;Rio Grande do Sul;Vila Nova do Sul;4323457;4365
3;1351;1.94;28/06/2016;21/09/2016;RS;Rio Grande do Sul;Vista Alegre;4323507;2887
3;1351;1.94;13/07/2016;29/09/2016;AM;Amazonas;Uarini;1304260;13121
3;1351;1.94;13/07/2016;29/09/2016;AM;Amazonas;Urucará;1304302;17163
3;1351;1.94;13/07/2016;29/09/2016;AM;Amazonas;Urucurituba;1304401;21140
3;1351;1.94;14/07/2016;03/10/2016;AP;Amapá;Mazagão;1600402;19571
3;1351;1.94;14/07/2016;29/09/2016;AP;Amapá;Calçoene;1600204;10163
3;1351;1.94;14/07/2016;24/11/2016;AP;Amapá;Pedra Branca do Amapari;1600154;13988
3;1351;1.94;14/07/2016;29/09/2016;AP;Amapá;Ferreira Gomes;1600238;6901
3;1351;1.94;23/08/2016;04/01/2017;RN;Rio Grande do Norte;Rafael Godeiro;2410603;3213
3;1351;1.94;22/08/2016;09/01/2017;RN;Rio Grande do Norte;Pilões;2410009;3761
3;1351;1.94;15/07/2016;07/10/2016;AL;Alagoas;Feliz Deserto;2702702;4746
3;1351;1.94;15/07/2016;19/09/2016;MG;Minas Gerais;Cantagalo;3112059;4464
3;1351;1.94;07/07/2016;07/10/2016;SP;São Paulo;General Salgado;3516903;10961
3;1351;1.94;06/07/2016;16/09/2016;SP;São Paulo;Florínia;3516101;2799
3;1351;1.94;18/07/2016;19/09/2016;SP;São Paulo;Lavrinhas;3526605;7052
3;1351;1.94;15/07/2016;10/10/2016;SP;São Paulo;José Bonifácio;3525706;35538
3;1351;1.94;01/07/2016;10/10/2016;SE;Sergipe;Tomar do Geru;2807501;13200
3;1351;1.94;15/07/2016;10/01/2017;SP;São Paulo;Avaí;3504305;5275
3;1351;1.94;23/08/2016;02/01/2017;RN;Rio Grande do Norte;Riachuelo;2410900;7863
3;1351;1.94;22/08/2016;04/01/2017;RO;Rondônia;Costa Marques;1100080;16651
3;1351;1.94;19/08/2016;04/01/2017;RO;Rondônia;Governador Jorge Teixeira;1101005;10127
3;1351;1.94;18/07/2016;12/01/2017;RO;Rondônia;Alto Paraíso;1100403;20210
3;1351;1.94;29/07/2016;04/10/2016;MA;Maranhão;Turiaçu;2112407;34826
3;1351;1.94;06/07/2016;27/09/2016;MG;Minas Gerais;Albertina;3101409;3033
3;1351;1.94;01/08/2016;06/01/2017;MA;Maranhão;Presidente Sarney;2109270;18420
3;1351;1.94;01/08/2016;27/09/2016;MA;Maranhão;Peritoró;2108454;22602
3;1351;1.94;01/08/2016;27/09/2016;MA;Maranhão;Pirapemas;2108801;18182
3;1351;1.94;09/08/2016;05/10/2016;SC;Santa Catarina;Pedras Grandes;4212403;4068
3;1351;1.94;09/08/2016;07/10/2016;SC;Santa Catarina;Mondaí;4211009;11189
3;1351;1.94;02/08/2016;28/09/2016;SC;Santa Catarina;Major Gercino;4210209;3402
3;1351;1.94;17/08/2016;15/09/2016;SC;Santa Catarina;Capivari de Baixo;4203956;23663
3;1351;1.94;24/08/2016;10/11/2016;SC;Santa Catarina;Dionísio Cerqueira;4205001;15339
3;1351;1.94;03/08/2016;01/12/2016;GO;Goiás;Ivolândia;5211602;2601
3;1351;1.94;14/07/2016;20/09/2016;SC;Santa Catarina;Armazém;4201505;8341
3;1351;1.94;26/07/2016;20/09/2016;GO;Goiás;Mambaí;5212709;7945
3;1351;1.94;19/07/2016;04/01/2017;GO;Goiás;Cristalina;5206206;53300
3;1351;1.94;20/07/2016;06/12/2016;GO;Goiás;Estrela do Norte;5207501;3386
3;1351;1.94;20/07/2016;20/09/2016;GO;Goiás;Faina;5207535;7004
3;1351;1.94;14/07/2016;07/10/2016;GO;Goiás;Britânia;5203807;5772
3;1351;1.94;20/07/2016;20/09/2016;GO;Goiás;Divinópolis de Goiás;5208301;5020
3;1351;1.94;21/07/2016;05/01/2017;GO;Goiás;Iporá;5210208;32194
3;1351;1.94;20/07/2016;04/01/2017;GO;Goiás;Gameleira de Goiás;5208152;3664
3;1351;1.94;15/07/2016;20/09/2016;GO;Goiás;Cachoeira de Goiás;5204201;1425
3;1351;1.94;17/07/2016;20/09/2016;GO;Goiás;Campinorte;5204706;12071
3;1351;1.94;01/07/2016;16/09/2016;CE;Ceará;Ararendá;2301257;10775
3;1351;1.94;12/08/2016;19/11/2016;CE;Ceará;Acarape;2300150;16288
3;1351;1.94;17/08/2016;16/09/2016;CE;Ceará;Altaneira;2300606;7344
3;1351;1.94;14/07/2016;07/10/2016;GO;Goiás;Aragoiânia;5201801;9444
3;1351;1.94;13/07/2016;06/10/2016;GO;Goiás;Anhanguera;5201207;1104
3;1351;1.94;13/07/2016;06/10/2016;GO;Goiás;Anicuns;5201306;21478
3;1351;1.94;12/07/2016;05/10/2016;GO;Goiás;Abadiânia;5200100;18069
3;1351;1.94;04/07/2016;22/09/2016;MG;Minas Gerais;Orizânia;3145877;7831
3;1351;1.94;29/06/2016;20/09/2016;MG;Minas Gerais;Novo Oriente de Minas;3145356;10807
3;1351;1.94;13/07/2016;06/10/2016;MG;Minas Gerais;Mutum;3144003;27494
3;1351;1.94;14/07/2016;21/09/2016;SC;Santa Catarina;Santa Rosa do Sul;4215653;8309
3;1351;1.94;11/07/2016;23/09/2016;SE;Sergipe;Brejo Grande;2800704;8218
3;1351;1.94;05/07/2016;23/09/2016;SE;Sergipe;Canhoba;2801108;4057
3;1351;1.94;07/07/2016;21/09/2016;SC;Santa Catarina;São Pedro de Alcântara;4217253;5373
3;1351;1.94;05/08/2016;06/10/2016;PA;Pará;Pau D'Arco;1505551;5535
3;1351;1.94;17/08/2016;03/10/2016;PA;Pará;Santa Cruz do Arari;1506401;9417
3;1351;1.94;06/07/2016;06/10/2016;PA;Pará;Rurópolis;1506195;46804
3;1351;1.94;17/08/2016;03/10/2016;PA;Pará;Salinópolis;1506203;39078
3;1351;1.94;17/08/2016;04/10/2016;PA;Pará;Santarém Novo;1506906;6437
3;1351;1.94;16/08/2016;04/10/2016;PA;Pará;São João de Pirabas;1507474;21991
3;1351;1.94;16/08/2016;07/12/2016;PA;Pará;São João do Araguaia;1507508;13521
3;1351;1.94;22/08/2016;02/01/2017;RN;Rio Grande do Norte;Mossoró;2408003;288162
3;1351;1.94;11/07/2016;26/12/2016;PR;Paraná;Ventania;4128534;11093
3;1351;1.94;03/07/2016;11/01/2017;RJ;Rio de Janeiro;Iguaba Grande;3301876;25901
3;1351;1.94;22/08/2016;07/10/2016;SE;Sergipe;Malhada dos Bois;2803807;3653
3;1351;1.94;19/08/2016;03/10/2016;SE;Sergipe;Japoatã;2803401;13245
3;1351;1.94;28/06/2016;07/12/2016;SE;Sergipe;Nossa Senhora da Glória;2804508;35726
3;1351;1.94;29/06/2016;29/12/2016;RN;Rio Grande do Norte;Arês;2401206;14042
3;1351;1.94;14/07/2016;08/12/2016;PI;Piauí;São José do Peixe;2210102;3697
3;1351;1.94;13/07/2016;07/12/2016;PI;Piauí;São Braz do Piauí;2209559;4371
3;1351;1.94;08/08/2016;13/01/2017;RN;Rio Grande do Norte;Extremoz;2403608;27525
3;1351;1.94;10/08/2016;28/12/2016;RJ;Rio de Janeiro;Nilópolis;3303203;158309
3;1351;1.94;10/08/2016;28/12/2016;RJ;Rio de Janeiro;Pinheiral;3303955;23887
3;1351;1.94;10/08/2016;09/01/2017;RJ;Rio de Janeiro;Parati;3303807;40478
3;1351;1.94;12/08/2016;04/01/2017;RJ;Rio de Janeiro;São Gonçalo;3304904;1038081
3;1351;1.94;12/07/2016;07/10/2016;TO;Tocantins;Cachoeirinha;1703826;2256
3;1351;1.94;20/07/2016;13/12/2016;PR;Paraná;Bom Sucesso;4103206;6944
3;1351;1.94;12/07/2016;04/01/2017;PI;Piauí;Santana do Piauí;2209351;4544
3;1351;1.94;29/06/2016;19/12/2016;TO;Tocantins;Cristalândia;1706100;7386
3;1351;1.94;29/06/2016;05/09/2016;TO;Tocantins;Darcinópolis;1706506;5833
3;1351;1.94;13/07/2016;07/10/2016;TO;Tocantins;Conceição do Tocantins;1705607;4209
3;1351;1.94;25/07/2016;06/09/2016;TO;Tocantins;Divinópolis do Tocantins;1707108;6777
3;1351;1.94;26/07/2016;21/09/2016;TO;Tocantins;Nazaré;1714302;4177
3;1351;1.94;26/07/2016;20/09/2016;TO;Tocantins;Marianópolis do Tocantins;1712504;4896
3;1351;1.94;29/06/2016;19/09/2016;TO;Tocantins;Itaguatins;1710706;6035
3;1351;1.94;26/07/2016;21/09/2016;TO;Tocantins;Miranorte;1713304;13298
3;1351;1.94;28/06/2016;07/12/2016;TO;Tocantins;Paraíso do Tocantins;1716109;49076
3;1351;1.94;26/07/2016;27/09/2016;TO;Tocantins;Novo Acordo;1715101;4158
3;1351;1.94;30/06/2016;22/09/2016;TO;Tocantins;Oliveira de Fátima;1715507;1098
3;1351;1.94;01/07/2016;10/10/2016;TO;Tocantins;Porto Nacional;1718204;52182
3;1351;1.94;18/07/2016;10/10/2016;TO;Tocantins;Santa Fé do Araguaia;1718865;7232
3;1351;1.94;18/07/2016;10/10/2016;TO;Tocantins;Santa Terezinha do Tocantins;1720002;2547
3;1351;1.94;05/07/2016;10/10/2016;TO;Tocantins;Recursolândia;1718501;4132
3;1351;1.94;19/07/2016;10/10/2016;TO;Tocantins;Sítio Novo do Tocantins;1720804;9243
3;1351;1.94;19/07/2016;10/10/2016;TO;Tocantins;Taguatinga;1720903;16238
3;1351;1.94;26/07/2016;20/09/2016;GO;Goiás;Moiporá;5213400;1704
3;1351;1.94;28/07/2016;20/09/2016;GO;Goiás;Nova América;5214705;2358
3;1351;1.94;27/07/2016;20/09/2016;GO;Goiás;Mundo Novo;5214051;5914
3;1351;1.94;29/07/2016;05/01/2017;GO;Goiás;Santa Rita do Novo Destino;5219456;3331
3;1351;1.94;29/07/2016;20/09/2016;GO;Goiás;São Francisco de Goiás;5219902;6341
3;1351;1.94;29/07/2016;08/12/2016;GO;Goiás;São Luís de Montes Belos;5220108;32491
3;1351;1.94;29/07/2016;20/09/2016;GO;Goiás;São Miguel do Araguaia;5220207;22728
3;1351;1.94;28/07/2016;20/09/2016;GO;Goiás;Rubiataba;5218904;19832
3;1351;1.94;22/07/2016;21/09/2016;GO;Goiás;Vianópolis;5222005;13456
3;1351;1.94;29/07/2016;08/12/2016;GO;Goiás;Santa Cruz de Goiás;5219209;3095
3;1351;1.94;02/08/2016;20/09/2016;GO;Goiás;Serranópolis;5220504;8147
3;1351;1.94;02/08/2016;20/09/2016;GO;Goiás;Silvânia;5220603;20233
3;1351;1.94;27/07/2016;22/09/2016;MA;Maranhão;Coroatá;2103604;63821
3;1351;1.94;01/07/2016;27/09/2016;MG;Minas Gerais;Ijaci;3130408;6348
3;1351;1.94;28/07/2016;18/11/2016;MG;Minas Gerais;Guarará;3128501;3963
3;1351;1.94;30/06/2016;22/09/2016;MG;Minas Gerais;Gameleiras;3127339;5255
3;1351;1.94;30/06/2016;02/12/2016;MG;Minas Gerais;Goiabeira;3127370;3279
3;1351;1.94;01/07/2016;24/11/2016;MG;Minas Gerais;Grupiara;3127909;1416
3;1351;1.94;03/08/2016;03/10/2016;MG;Minas Gerais;Mata Verde;3140555;8425
3;1351;1.94;28/06/2016;18/11/2016;MG;Minas Gerais;Dores de Guanhães;3123106;5328
3;1351;1.94;29/07/2016;22/11/2016;MG;Minas Gerais;Conceição da Barra de Minas;3115201;4053
3;1351;1.94;15/08/2016;21/09/2016;MG;Minas Gerais;Coluna;3116803;9178
3;1351;1.94;29/07/2016;22/09/2016;MA;Maranhão;Lago da Pedra;2105708;48992
